Date;Humidity (in %);Temperature (in °C)
'2018-05-23T05:00:00Z';0.92;14.7
'2018-05-23T06:00:00Z';0.92;15.1
'2018-05-23T07:00:00Z';0.86;16.5
'2018-05-23T08:00:00Z';0.78;18.3
'2018-05-23T09:00:00Z';0.69;20.8
'2018-05-23T10:00:00Z';0.67;21.5
'2018-05-23T11:00:00Z';0.63;23.4
'2018-05-23T12:00:00Z';0.62;23.5
'2018-05-23T13:00:00Z';0.57;24.7
'2018-05-23T14:00:00Z';0.49;26.2
'2018-05-23T15:00:00Z';0.48;25.6
'2018-05-23T16:00:00Z';0.54;25.3
'2018-05-23T17:00:00Z';0.53;25.9
'2018-05-23T18:00:00Z';0.55;25.5
'2018-05-23T19:00:00Z';0.63;23.8
'2018-05-23T20:00:00Z';0.64;22.9
'2018-05-23T21:00:00Z';0.72;21.6
'2018-05-23T22:00:00Z';0.73;21.7
'2018-05-23T23:00:00Z';0.75;21.2
'2018-05-24T00:00:00Z';0.76;20.3
'2018-05-24T01:00:00Z';0.80;19.4
'2018-05-24T02:00:00Z';0.85;18.4
'2018-05-24T03:00:00Z';0.86;17.5
'2018-05-24T04:00:00Z';0.88;16.9
'2018-05-24T05:00:00Z';0.89;16.4
'2018-05-24T06:00:00Z';0.88;16.8
'2018-05-24T07:00:00Z';0.79;18.3
'2018-05-24T08:00:00Z';0.73;19.6
'2018-05-24T09:00:00Z';0.69;21.2
'2018-05-24T10:00:00Z';0.66;22.2
'2018-05-24T11:00:00Z';0.60;23.9
'2018-05-24T12:00:00Z';0.57;25.5
'2018-05-24T13:00:00Z';0.51;26.1
'2018-05-24T14:00:00Z';0.52;25.3
'2018-05-24T15:00:00Z';0.58;23.7
'2018-05-24T16:00:00Z';0.63;22.4
'2018-05-24T17:00:00Z';0.69;22.0
'2018-05-24T18:00:00Z';0.60;25.2
'2018-05-24T19:00:00Z';0.62;23.4
'2018-05-24T20:00:00Z';0.90;19.5
'2018-05-24T21:00:00Z';0.90;18.0
'2018-05-24T22:00:00Z';0.94;17.3
'2018-05-24T23:00:00Z';0.93;16.8
'2018-05-25T00:00:00Z';0.95;16.4
'2018-05-25T01:00:00Z';0.96;15.9
'2018-05-25T02:00:00Z';0.96;16.1
'2018-05-25T03:00:00Z';0.96;16.4
'2018-05-25T04:00:00Z';0.96;16.4
'2018-05-25T05:00:00Z';0.93;16.7
'2018-05-25T06:00:00Z';0.94;16.8
'2018-05-25T07:00:00Z';0.90;16.8
'2018-05-25T08:00:00Z';0.92;15.9
'2018-05-25T09:00:00Z';0.90;16.2
'2018-05-25T10:00:00Z';0.94;16.0
'2018-05-25T11:00:00Z';0.91;16.9
'2018-05-25T12:00:00Z';0.91;16.9
'2018-05-25T13:00:00Z';0.87;17.3
'2018-05-25T14:00:00Z';0.80;18.9
'2018-05-25T15:00:00Z';0.78;19.1
'2018-05-25T16:00:00Z';0.76;19.1
'2018-05-25T17:00:00Z';0.72;19.3
'2018-05-25T18:00:00Z';0.72;19.5
'2018-05-25T19:00:00Z';0.72;19.4
'2018-05-25T20:00:00Z';0.79;18.1
'2018-05-25T21:00:00Z';0.87;16.8
'2018-05-25T22:00:00Z';0.88;15.8
'2018-05-25T23:00:00Z';0.94;14.7
'2018-05-26T00:00:00Z';0.94;14.5
'2018-05-26T01:00:00Z';0.94;14.2
'2018-05-26T02:00:00Z';0.95;14.0
'2018-05-26T03:00:00Z';0.96;13.7
'2018-05-26T04:00:00Z';0.97;13.4
'2018-05-26T05:00:00Z';0.97;13.3
'2018-05-26T06:00:00Z';0.97;13.7
'2018-05-26T07:00:00Z';0.94;15.3
'2018-05-26T08:00:00Z';0.85;16.9
'2018-05-26T09:00:00Z';0.75;19.4
'2018-05-26T10:00:00Z';0.71;21.3
'2018-05-26T11:00:00Z';0.66;22.3
'2018-05-26T12:00:00Z';0.64;23.1
'2018-05-26T13:00:00Z';0.56;23.9
'2018-05-26T14:00:00Z';0.53;24.9
'2018-05-26T15:00:00Z';0.47;25.9
'2018-05-26T16:00:00Z';0.43;26.2
'2018-05-26T17:00:00Z';0.52;24.5
'2018-05-26T18:00:00Z';0.47;25.8
'2018-05-26T19:00:00Z';0.52;24.1
'2018-05-26T20:00:00Z';0.54;23.0
'2018-05-26T21:00:00Z';0.66;20.6
'2018-05-26T22:00:00Z';0.76;18.7
'2018-05-26T23:00:00Z';0.79;17.7
'2018-05-27T00:00:00Z';0.80;17.3
'2018-05-27T01:00:00Z';0.82;16.7
'2018-05-27T02:00:00Z';0.86;15.9
'2018-05-27T03:00:00Z';0.88;15.5
'2018-05-27T04:00:00Z';0.90;15.1
'2018-05-27T05:00:00Z';0.91;14.7
'2018-05-27T06:00:00Z';0.89;15.6
'2018-05-27T07:00:00Z';0.83;17.7
'2018-05-27T08:00:00Z';0.72;20.4
'2018-05-27T09:00:00Z';0.64;22.4
'2018-05-27T10:00:00Z';0.57;24.8
'2018-05-27T11:00:00Z';0.55;25.4
'2018-05-27T12:00:00Z';0.56;26.0
'2018-05-27T13:00:00Z';0.50;26.4
'2018-05-27T14:00:00Z';0.52;26.6
'2018-05-27T15:00:00Z';0.56;26.2
'2018-05-27T16:00:00Z';0.55;25.9
'2018-05-27T17:00:00Z';0.53;25.5
'2018-05-27T18:00:00Z';0.56;25.1
'2018-05-27T19:00:00Z';0.53;24.7
'2018-05-27T20:00:00Z';0.59;23.8
'2018-05-27T21:00:00Z';0.69;22.3
'2018-05-27T22:00:00Z';0.76;20.7
'2018-05-27T23:00:00Z';0.75;20.6
'2018-05-28T00:00:00Z';0.80;19.2
'2018-05-28T01:00:00Z';0.83;18.4
'2018-05-28T02:00:00Z';0.84;18.0
'2018-05-28T03:00:00Z';0.87;17.3
'2018-05-28T04:00:00Z';0.88;17.1
'2018-05-28T05:00:00Z';0.90;16.6
'2018-05-28T06:00:00Z';0.89;17.2
'2018-05-28T07:00:00Z';0.79;19.5
'2018-05-28T08:00:00Z';0.72;21.3
'2018-05-28T09:00:00Z';0.71;22.6
'2018-05-28T10:00:00Z';0.66;24.5
'2018-05-28T11:00:00Z';0.63;26.2
'2018-05-28T12:00:00Z';0.58;27.0
'2018-05-28T13:00:00Z';0.53;27.5
'2018-05-28T14:00:00Z';0.58;25.5
'2018-05-28T15:00:00Z';0.56;27.7
'2018-05-28T16:00:00Z';0.55;27.6
'2018-05-28T17:00:00Z';0.52;28.0
'2018-05-28T18:00:00Z';0.56;26.2
'2018-05-28T19:00:00Z';0.56;25.1
'2018-05-28T20:00:00Z';0.61;24.2
'2018-05-28T21:00:00Z';0.64;23.4
'2018-05-28T22:00:00Z';0.67;22.5
'2018-05-28T23:00:00Z';0.70;22.4
'2018-05-29T00:00:00Z';0.78;21.3
'2018-05-29T01:00:00Z';0.83;20.0
'2018-05-29T02:00:00Z';0.87;18.9
'2018-05-29T03:00:00Z';0.84;18.9
'2018-05-29T04:00:00Z';0.89;18.0
'2018-05-29T05:00:00Z';0.89;17.8
'2018-05-29T06:00:00Z';0.89;18.3
'2018-05-29T07:00:00Z';0.82;19.8
'2018-05-29T08:00:00Z';0.73;21.9
'2018-05-29T09:00:00Z';0.67;23.8
'2018-05-29T10:00:00Z';0.63;25.3
'2018-05-29T11:00:00Z';0.60;26.2
'2018-05-29T12:00:00Z';0.55;27.1
'2018-05-29T13:00:00Z';0.55;27.2
'2018-05-29T14:00:00Z';0.49;27.8
'2018-05-29T15:00:00Z';0.53;26.8
'2018-05-29T16:00:00Z';0.50;28.2
'2018-05-29T17:00:00Z';0.51;28.1
'2018-05-29T18:00:00Z';0.46;27.1
'2018-05-29T19:00:00Z';0.48;26.0
'2018-05-29T20:00:00Z';0.55;23.1
'2018-05-29T21:00:00Z';0.70;20.5
'2018-05-29T22:00:00Z';0.71;20.1
'2018-05-29T23:00:00Z';0.70;19.7
'2018-05-30T00:00:00Z';0.73;20.1
'2018-05-30T01:00:00Z';0.74;20.1
'2018-05-30T02:00:00Z';0.72;20.5
'2018-05-30T03:00:00Z';0.73;20.2
'2018-05-30T04:00:00Z';0.70;20.2
'2018-05-30T05:00:00Z';0.73;19.9
'2018-05-30T06:00:00Z';0.73;20.0
'2018-05-30T07:00:00Z';0.76;20.2
'2018-05-30T08:00:00Z';0.71;20.5
'2018-05-30T09:00:00Z';0.56;22.2
'2018-05-30T10:00:00Z';0.53;23.0
'2018-05-30T11:00:00Z';0.56;23.2
'2018-05-30T12:00:00Z';0.60;24.0
'2018-05-30T13:00:00Z';0.57;23.8
'2018-05-30T14:00:00Z';0.56;25.3
'2018-05-30T15:00:00Z';0.41;26.2
'2018-05-30T16:00:00Z';0.36;27.0
'2018-05-30T17:00:00Z';0.40;27.1
'2018-05-30T18:00:00Z';0.48;25.3
'2018-05-30T19:00:00Z';0.47;24.9
'2018-05-30T20:00:00Z';0.45;24.4
'2018-05-30T21:00:00Z';0.50;23.3
'2018-05-30T22:00:00Z';0.56;22.2
'2018-05-30T23:00:00Z';0.58;21.7
'2018-05-31T00:00:00Z';0.65;20.3
'2018-05-31T01:00:00Z';0.70;19.4
'2018-05-31T02:00:00Z';0.75;18.3
'2018-05-31T03:00:00Z';0.78;17.7
'2018-05-31T04:00:00Z';0.83;16.5
'2018-05-31T05:00:00Z';0.83;16.2
'2018-05-31T06:00:00Z';0.82;16.5
'2018-05-31T07:00:00Z';0.73;18.3
'2018-05-31T08:00:00Z';0.66;20.5
'2018-05-31T09:00:00Z';0.60;22.7
'2018-05-31T10:00:00Z';0.53;25.3
'2018-05-31T11:00:00Z';0.45;26.8
'2018-05-31T12:00:00Z';0.44;27.6
'2018-05-31T13:00:00Z';0.44;28.2
'2018-05-31T14:00:00Z';0.43;29.0
'2018-05-31T15:00:00Z';0.42;29.5
'2018-05-31T16:00:00Z';0.40;29.4
'2018-05-31T17:00:00Z';0.43;29.0
'2018-05-31T18:00:00Z';0.44;27.9
'2018-05-31T19:00:00Z';0.44;27.2
'2018-05-31T20:00:00Z';0.46;26.4
'2018-05-31T21:00:00Z';0.50;25.4
'2018-05-31T22:00:00Z';0.58;23.4
'2018-05-31T23:00:00Z';0.61;22.8
'2018-06-01T00:00:00Z';0.68;21.4
'2018-06-01T01:00:00Z';0.73;20.2
'2018-06-01T02:00:00Z';0.72;19.7
'2018-06-01T03:00:00Z';0.76;18.8
'2018-06-01T04:00:00Z';0.76;18.5
'2018-06-01T05:00:00Z';0.78;18.1
'2018-06-01T06:00:00Z';0.76;18.7
'2018-06-01T07:00:00Z';0.71;20.4
'2018-06-01T08:00:00Z';0.64;22.8
'2018-06-01T09:00:00Z';0.63;23.9
'2018-06-01T10:00:00Z';0.58;26.0
'2018-06-01T11:00:00Z';0.54;26.5
'2018-06-01T12:00:00Z';0.56;25.2
'2018-06-01T13:00:00Z';0.60;24.3
'2018-06-01T14:00:00Z';0.65;22.9
'2018-06-01T15:00:00Z';0.65;23.4
'2018-06-01T16:00:00Z';0.63;23.8
'2018-06-01T17:00:00Z';0.59;25.5
'2018-06-01T18:00:00Z';0.63;24.6
'2018-06-01T19:00:00Z';0.63;24.2
'2018-06-01T20:00:00Z';0.64;23.7
'2018-06-01T21:00:00Z';0.70;22.0
'2018-06-01T22:00:00Z';0.75;20.4
'2018-06-01T23:00:00Z';0.75;20.6
'2018-06-02T00:00:00Z';0.77;20.1
'2018-06-02T01:00:00Z';0.82;19.2
'2018-06-02T02:00:00Z';0.79;19.5
'2018-06-02T03:00:00Z';0.82;18.9
'2018-06-02T04:00:00Z';0.80;19.0
'2018-06-02T05:00:00Z';0.80;19.0
'2018-06-02T06:00:00Z';0.73;19.8
'2018-06-02T07:00:00Z';0.69;20.7
'2018-06-02T08:00:00Z';0.63;22.2
'2018-06-02T09:00:00Z';0.61;23.3
'2018-06-02T10:00:00Z';0.58;23.9
'2018-06-02T11:00:00Z';0.64;22.6
'2018-06-02T12:00:00Z';0.54;25.1
'2018-06-02T13:00:00Z';0.59;24.4
'2018-06-02T14:00:00Z';0.59;24.1
'2018-06-02T15:00:00Z';0.58;24.2
'2018-06-02T16:00:00Z';0.64;23.0
'2018-06-02T17:00:00Z';0.56;24.9
'2018-06-02T18:00:00Z';0.54;25.8
'2018-06-02T19:00:00Z';0.52;23.5
'2018-06-02T20:00:00Z';0.59;21.9
'2018-06-02T21:00:00Z';0.63;20.5
'2018-06-02T22:00:00Z';0.59;21.0
'2018-06-02T23:00:00Z';0.56;22.0
'2018-06-03T00:00:00Z';0.54;22.2
'2018-06-03T01:00:00Z';0.56;21.8
'2018-06-03T02:00:00Z';0.61;20.6
'2018-06-03T03:00:00Z';0.63;20.3
'2018-06-03T04:00:00Z';0.62;20.2
'2018-06-03T05:00:00Z';0.66;19.8
'2018-06-03T06:00:00Z';0.68;19.9
'2018-06-03T07:00:00Z';0.68;20.5
'2018-06-03T08:00:00Z';0.68;20.8
'2018-06-03T09:00:00Z';0.65;21.8
'2018-06-03T10:00:00Z';0.60;23.7
'2018-06-03T11:00:00Z';0.59;24.0
'2018-06-03T12:00:00Z';0.56;24.4
'2018-06-03T13:00:00Z';0.49;26.0
'2018-06-03T14:00:00Z';0.49;25.6
'2018-06-03T15:00:00Z';0.44;26.4
'2018-06-03T16:00:00Z';0.42;27.8
'2018-06-03T17:00:00Z';0.41;27.6
'2018-06-03T18:00:00Z';0.47;26.7
'2018-06-03T19:00:00Z';0.50;25.4
'2018-06-03T20:00:00Z';0.53;24.3
'2018-06-03T21:00:00Z';0.60;22.5
'2018-06-03T22:00:00Z';0.64;21.1
'2018-06-03T23:00:00Z';0.68;19.7
'2018-06-04T00:00:00Z';0.73;18.8
'2018-06-04T01:00:00Z';0.74;18.3
'2018-06-04T02:00:00Z';0.80;17.3
'2018-06-04T03:00:00Z';0.80;17.1
'2018-06-04T04:00:00Z';0.82;16.8
'2018-06-04T05:00:00Z';0.82;16.9
'2018-06-04T06:00:00Z';0.80;17.6
'2018-06-04T07:00:00Z';0.76;19.5
'2018-06-04T08:00:00Z';0.71;21.0
'2018-06-04T09:00:00Z';0.67;22.3
'2018-06-04T10:00:00Z';0.61;24.1
'2018-06-04T11:00:00Z';0.54;25.0
'2018-06-04T12:00:00Z';0.50;26.1
'2018-06-04T13:00:00Z';0.42;26.9
'2018-06-04T14:00:00Z';0.40;28.0
'2018-06-04T15:00:00Z';0.42;28.1
'2018-06-04T16:00:00Z';0.44;27.4
'2018-06-04T17:00:00Z';0.50;27.1
'2018-06-04T18:00:00Z';0.46;27.0
'2018-06-04T19:00:00Z';0.48;26.2
'2018-06-04T20:00:00Z';0.51;25.2
'2018-06-04T21:00:00Z';0.60;23.4
'2018-06-04T22:00:00Z';0.67;21.7
'2018-06-04T23:00:00Z';0.70;20.1
'2018-06-05T00:00:00Z';0.76;19.5
'2018-06-05T01:00:00Z';0.76;18.5
'2018-06-05T02:00:00Z';0.77;18.0
'2018-06-05T03:00:00Z';0.77;17.7
'2018-06-05T04:00:00Z';0.82;17.1
'2018-06-05T05:00:00Z';0.83;17.1
'2018-06-05T06:00:00Z';0.85;17.5
'2018-06-05T07:00:00Z';0.76;19.7
'2018-06-05T08:00:00Z';0.66;22.8
'2018-06-05T09:00:00Z';0.64;24.4
'2018-06-05T10:00:00Z';0.56;25.4
'2018-06-05T11:00:00Z';0.53;26.7
'2018-06-05T12:00:00Z';0.48;27.2
'2018-06-05T13:00:00Z';0.42;28.4
'2018-06-05T14:00:00Z';0.37;29.1
'2018-06-05T15:00:00Z';0.38;29.6
'2018-06-05T16:00:00Z';0.47;27.2
'2018-06-05T17:00:00Z';0.40;28.4
'2018-06-05T18:00:00Z';0.48;27.1
'2018-06-05T19:00:00Z';0.49;26.3
'2018-06-05T20:00:00Z';0.56;24.9
'2018-06-05T21:00:00Z';0.63;23.6
'2018-06-05T22:00:00Z';0.67;22.4
'2018-06-05T23:00:00Z';0.66;22.4
'2018-06-06T00:00:00Z';0.65;21.9
'2018-06-06T01:00:00Z';0.65;21.6
'2018-06-06T02:00:00Z';0.65;21.3
'2018-06-06T03:00:00Z';0.65;20.9
'2018-06-06T04:00:00Z';0.65;20.6
'2018-06-06T05:00:00Z';0.68;20.0
'2018-06-06T06:00:00Z';0.68;20.0
'2018-06-06T07:00:00Z';0.64;20.8
'2018-06-06T08:00:00Z';0.63;21.5
'2018-06-06T09:00:00Z';0.64;22.4
'2018-06-06T10:00:00Z';0.59;23.7
'2018-06-06T11:00:00Z';0.54;25.5
'2018-06-06T12:00:00Z';0.50;26.7
'2018-06-06T13:00:00Z';0.49;27.3
'2018-06-06T14:00:00Z';0.51;26.9
'2018-06-06T15:00:00Z';0.58;24.6
'2018-06-06T16:00:00Z';0.60;24.5
'2018-06-06T17:00:00Z';0.76;20.9
'2018-06-06T18:00:00Z';0.77;20.9
'2018-06-06T19:00:00Z';0.77;19.9
'2018-06-06T20:00:00Z';0.80;19.9
'2018-06-06T21:00:00Z';0.82;19.2
'2018-06-06T22:00:00Z';0.81;18.4
'2018-06-06T23:00:00Z';0.84;17.8
'2018-06-07T00:00:00Z';0.84;18.4
'2018-06-07T01:00:00Z';0.83;18.6
'2018-06-07T02:00:00Z';0.86;18.0
'2018-06-07T03:00:00Z';0.87;17.9
'2018-06-07T04:00:00Z';0.88;17.8
'2018-06-07T05:00:00Z';0.88;17.8
'2018-06-07T06:00:00Z';0.86;18.2
'2018-06-07T07:00:00Z';0.84;18.2
'2018-06-07T08:00:00Z';0.79;18.7
'2018-06-07T09:00:00Z';0.74;20.1
'2018-06-07T10:00:00Z';0.72;20.7
'2018-06-07T11:00:00Z';0.71;20.8
'2018-06-07T12:00:00Z';0.70;21.5
'2018-06-07T13:00:00Z';0.72;21.2
'2018-06-07T14:00:00Z';0.69;22.2
'2018-06-07T15:00:00Z';0.66;23.0
'2018-06-07T16:00:00Z';0.65;23.5
'2018-06-07T17:00:00Z';0.67;23.1
'2018-06-07T18:00:00Z';0.66;23.4
'2018-06-07T19:00:00Z';0.68;23.3
'2018-06-07T20:00:00Z';0.68;22.8
'2018-06-07T21:00:00Z';0.70;22.5
'2018-06-07T22:00:00Z';0.72;22.3
'2018-06-07T23:00:00Z';0.75;21.6
'2018-06-08T00:00:00Z';0.78;21.0
'2018-06-08T01:00:00Z';0.83;20.1
'2018-06-08T02:00:00Z';0.81;19.7
'2018-06-08T03:00:00Z';0.83;18.7
'2018-06-08T04:00:00Z';0.85;18.1
'2018-06-08T05:00:00Z';0.85;18.6
'2018-06-08T06:00:00Z';0.85;18.7
'2018-06-08T07:00:00Z';0.84;19.1
'2018-06-08T08:00:00Z';0.82;19.8
'2018-06-08T09:00:00Z';0.80;20.5
'2018-06-08T10:00:00Z';0.78;21.3
'2018-06-08T11:00:00Z';0.70;23.5
'2018-06-08T12:00:00Z';0.64;24.9
'2018-06-08T13:00:00Z';0.62;26.3
'2018-06-08T14:00:00Z';0.56;27.3
'2018-06-08T15:00:00Z';0.56;28.4
'2018-06-08T16:00:00Z';0.54;28.7
'2018-06-08T17:00:00Z';0.53;28.7
'2018-06-08T18:00:00Z';0.54;28.2
'2018-06-08T19:00:00Z';0.56;27.5
'2018-06-08T20:00:00Z';0.58;26.8
'2018-06-08T21:00:00Z';0.62;25.8
'2018-06-08T22:00:00Z';0.70;24.5
'2018-06-08T23:00:00Z';0.73;24.1
'2018-06-09T00:00:00Z';0.76;23.6
'2018-06-09T01:00:00Z';0.77;23.2
'2018-06-09T02:00:00Z';0.76;20.3
'2018-06-09T03:00:00Z';0.83;19.1
'2018-06-09T04:00:00Z';0.85;18.1
'2018-06-09T05:00:00Z';0.89;17.6
'2018-06-09T06:00:00Z';0.90;17.7
'2018-06-09T07:00:00Z';0.82;19.1
'2018-06-09T08:00:00Z';0.81;19.8
'2018-06-09T09:00:00Z';0.78;20.1
'2018-06-09T10:00:00Z';0.66;22.4
'2018-06-09T11:00:00Z';0.60;23.7
'2018-06-09T12:00:00Z';0.56;24.9
'2018-06-09T13:00:00Z';0.67;23.4
'2018-06-09T14:00:00Z';0.67;23.3
'2018-06-09T15:00:00Z';0.68;23.8
'2018-06-09T16:00:00Z';0.56;25.6
'2018-06-09T17:00:00Z';0.50;26.4
'2018-06-09T18:00:00Z';0.47;27.1
'2018-06-09T19:00:00Z';0.51;26.0
'2018-06-09T20:00:00Z';0.61;24.1
'2018-06-09T21:00:00Z';0.68;22.6
'2018-06-09T22:00:00Z';0.74;22.0
'2018-06-09T23:00:00Z';0.80;20.6
'2018-06-10T00:00:00Z';0.81;20.0
'2018-06-10T01:00:00Z';0.85;19.1
'2018-06-10T02:00:00Z';0.88;18.6
'2018-06-10T03:00:00Z';0.87;18.3
'2018-06-10T04:00:00Z';0.89;17.6
'2018-06-10T05:00:00Z';0.91;17.2
'2018-06-10T06:00:00Z';0.89;17.9
'2018-06-10T07:00:00Z';0.81;20.0
'2018-06-10T08:00:00Z';0.75;21.9
'2018-06-10T09:00:00Z';0.65;23.9
'2018-06-10T10:00:00Z';0.54;25.8
'2018-06-10T11:00:00Z';0.47;27.6
'2018-06-10T12:00:00Z';0.40;28.5
'2018-06-10T13:00:00Z';0.39;29.3
'2018-06-10T14:00:00Z';0.44;28.8
'2018-06-10T15:00:00Z';0.47;29.2
'2018-06-10T16:00:00Z';0.46;28.7
'2018-06-10T17:00:00Z';0.58;27.3
'2018-06-10T18:00:00Z';0.48;27.4
'2018-06-10T19:00:00Z';0.57;26.4
'2018-06-10T20:00:00Z';0.57;26.3
'2018-06-10T21:00:00Z';0.64;24.3
'2018-06-10T22:00:00Z';0.72;22.9
'2018-06-10T23:00:00Z';0.76;22.5
'2018-06-11T00:00:00Z';0.82;21.9
'2018-06-11T01:00:00Z';0.85;21.1
'2018-06-11T02:00:00Z';0.86;20.9
'2018-06-11T03:00:00Z';0.86;20.8
'2018-06-11T04:00:00Z';0.85;19.8
'2018-06-11T05:00:00Z';0.78;20.8
'2018-06-11T06:00:00Z';0.80;20.6
'2018-06-11T07:00:00Z';0.71;22.6
'2018-06-11T08:00:00Z';0.61;24.5
'2018-06-11T09:00:00Z';0.60;25.5
'2018-06-11T10:00:00Z';0.57;26.3
'2018-06-11T11:00:00Z';0.50;27.6
'2018-06-11T12:00:00Z';0.47;28.7
'2018-06-11T13:00:00Z';0.46;29.1
'2018-06-11T14:00:00Z';0.40;29.9
'2018-06-11T15:00:00Z';0.42;30.6
'2018-06-11T16:00:00Z';0.45;29.0
'2018-06-11T17:00:00Z';0.40;30.8
'2018-06-11T18:00:00Z';0.46;29.2
'2018-06-11T19:00:00Z';0.49;28.6
'2018-06-11T20:00:00Z';0.52;27.6
'2018-06-11T21:00:00Z';0.55;26.8
'2018-06-11T22:00:00Z';0.62;25.6
'2018-06-11T23:00:00Z';0.65;25.3
'2018-06-12T00:00:00Z';0.67;24.8
'2018-06-12T01:00:00Z';0.70;23.9
'2018-06-12T02:00:00Z';0.69;23.8
'2018-06-12T03:00:00Z';0.68;24.0
'2018-06-12T04:00:00Z';0.70;23.0
'2018-06-12T05:00:00Z';0.65;22.8
'2018-06-12T06:00:00Z';0.67;22.4
'2018-06-12T07:00:00Z';0.68;22.8
'2018-06-12T08:00:00Z';0.63;24.1
'2018-06-12T09:00:00Z';0.59;24.8
'2018-06-12T10:00:00Z';0.54;25.9
'2018-06-12T11:00:00Z';0.50;26.4
'2018-06-12T12:00:00Z';0.44;27.5
'2018-06-12T13:00:00Z';0.46;27.4
'2018-06-12T14:00:00Z';0.47;26.7
'2018-06-12T15:00:00Z';0.51;25.6
'2018-06-12T16:00:00Z';0.54;25.1
'2018-06-12T17:00:00Z';0.70;23.0
'2018-06-12T18:00:00Z';0.80;22.2
'2018-06-12T19:00:00Z';0.85;21.8
'2018-06-12T20:00:00Z';0.90;21.2
'2018-06-12T21:00:00Z';0.92;19.5
'2018-06-12T22:00:00Z';0.92;18.9
'2018-06-12T23:00:00Z';0.92;18.4
'2018-06-13T00:00:00Z';0.93;18.6
'2018-06-13T01:00:00Z';0.94;18.1
'2018-06-13T02:00:00Z';0.95;17.7
'2018-06-13T03:00:00Z';0.94;17.3
'2018-06-13T04:00:00Z';0.95;17.2
'2018-06-13T05:00:00Z';0.95;16.9
'2018-06-13T06:00:00Z';0.93;17.7
'2018-06-13T07:00:00Z';0.91;17.9
'2018-06-13T08:00:00Z';0.82;18.8
'2018-06-13T09:00:00Z';0.76;20.0
'2018-06-13T10:00:00Z';0.69;21.7
'2018-06-13T11:00:00Z';0.66;22.1
'2018-06-13T12:00:00Z';0.71;20.8
'2018-06-13T13:00:00Z';0.62;22.8
'2018-06-13T14:00:00Z';0.60;23.6
'2018-06-13T15:00:00Z';0.63;23.1
'2018-06-13T16:00:00Z';0.62;22.2
'2018-06-13T17:00:00Z';0.63;20.7
'2018-06-13T18:00:00Z';0.62;20.4
'2018-06-13T19:00:00Z';0.58;20.0
'2018-06-13T20:00:00Z';0.62;18.9
'2018-06-13T21:00:00Z';0.73;18.2
'2018-06-13T22:00:00Z';0.79;17.4
'2018-06-13T23:00:00Z';0.76;17.2
'2018-06-14T00:00:00Z';0.76;16.7
'2018-06-14T01:00:00Z';0.77;16.2
'2018-06-14T02:00:00Z';0.78;15.7
'2018-06-14T03:00:00Z';0.77;15.4
'2018-06-14T04:00:00Z';0.75;15.3
'2018-06-14T05:00:00Z';0.75;15.1
'2018-06-14T06:00:00Z';0.74;14.9
'2018-06-14T07:00:00Z';0.71;15.0
'2018-06-14T08:00:00Z';0.69;15.2
'2018-06-14T09:00:00Z';0.70;15.3
'2018-06-14T10:00:00Z';0.68;15.7
'2018-06-14T11:00:00Z';0.66;17.5
'2018-06-14T12:00:00Z';0.64;17.5
'2018-06-14T13:00:00Z';0.64;17.3
'2018-06-14T14:00:00Z';0.62;18.0
'2018-06-14T15:00:00Z';0.58;18.7
'2018-06-14T16:00:00Z';0.58;18.9
'2018-06-14T17:00:00Z';0.59;19.0
'2018-06-14T18:00:00Z';0.54;20.6
'2018-06-14T19:00:00Z';0.61;18.5
'2018-06-14T20:00:00Z';0.63;18.0
'2018-06-14T21:00:00Z';0.64;17.4
'2018-06-14T22:00:00Z';0.66;16.9
'2018-06-14T23:00:00Z';0.67;16.5
'2018-06-15T00:00:00Z';0.69;16.1
'2018-06-15T01:00:00Z';0.69;16.0
'2018-06-15T02:00:00Z';0.68;16.1
'2018-06-15T03:00:00Z';0.69;15.9
'2018-06-15T04:00:00Z';0.68;15.8
'2018-06-15T05:00:00Z';0.67;15.8
'2018-06-15T06:00:00Z';0.65;15.9
'2018-06-15T07:00:00Z';0.62;16.3
'2018-06-15T08:00:00Z';0.60;17.0
'2018-06-15T09:00:00Z';0.64;16.8
'2018-06-15T10:00:00Z';0.64;17.6
'2018-06-15T11:00:00Z';0.55;18.4
'2018-06-15T12:00:00Z';0.47;20.5
'2018-06-15T13:00:00Z';0.44;21.4
'2018-06-15T14:00:00Z';0.43;21.9
'2018-06-15T15:00:00Z';0.45;22.3
'2018-06-15T16:00:00Z';0.43;22.7
'2018-06-15T17:00:00Z';0.43;23.1
'2018-06-15T18:00:00Z';0.43;23.6
'2018-06-15T19:00:00Z';0.43;23.0
'2018-06-15T20:00:00Z';0.48;22.2
'2018-06-15T21:00:00Z';0.51;21.2
'2018-06-15T22:00:00Z';0.51;20.8
'2018-06-15T23:00:00Z';0.53;20.4
'2018-06-16T00:00:00Z';0.55;19.8
'2018-06-16T01:00:00Z';0.57;19.6
'2018-06-16T02:00:00Z';0.57;19.4
'2018-06-16T03:00:00Z';0.59;18.9
'2018-06-16T04:00:00Z';0.57;19.0
'2018-06-16T05:00:00Z';0.60;18.2
'2018-06-16T06:00:00Z';0.60;18.6
'2018-06-16T07:00:00Z';0.57;19.9
'2018-06-16T08:00:00Z';0.55;20.8
'2018-06-16T09:00:00Z';0.52;22.0
'2018-06-16T10:00:00Z';0.51;23.2
